,Date,Price
0,3 June 2022,1690
1,2 June 2022,1695
2,2 June 2022,1695
3,1 June 2022,1690
4,1 June 2022,1680
5,31 May 2022,1690
6,31 May 2022,1710
7,30 May 2022,1710
8,30 May 2022,1695
