,date,updated_at,price
750,2 Sep 2020,Midday,727.5
751,27 August 2020,Closing,707.5
752,26 August 2020,Closing,697.5
753,26 August 2020,Midday,702.5
754,25 August 2020,Closing,697.5
755,25 August 2020,Midday,702.5
756,24 August 2020,Closing,702.5
757,24 August 2020,Midday,702.5
758,21 August 2020,Closing,710.0
759,21 August 2020,Midday,710.0
760,19 August 2020,Midday,715.0
761,19 August 2020,Midday,717.5
762,18 August 2020,Closing,715.0
763,18 August 2020,Midday,717.5
764,17 August 2020,Closing,720.0
765,17 August 2020,Midday,722.5
766,14 August 2020,Closing,715.0
767,14 August 2020,Midday,725.0
768,13 August 2020,Closing,722.5
769,13 August 2020,Midday,725.0
770,12 August 2020,Closing,712.5
771,12 August 2020,Midday,697.5
772,11 August 2020,Closing,710.0
773,11 August 2020,Midday,717.5
774,10 August 2020,Closing,715.0
775,5 August 2020,Midday,717.5
776,4 August 2020,Closing,717.5
777,4 August 2020,Midday,717.5
778,3 August 2020,Closing,705.0
779,3 August 2020,Midday,707.5
780,30 Jul 2020,Closing,690.0
781,30 Jul 2020,Midday,682.5
782,29 Jul 2020,Closing,685.0
783,29 Jul 2020,Midday,682.5
784,28 Jul 2020,Closing,675.0
785,28 Jul 2020,Midday,675.0
786,27 Jul 2020,Closing,695.0
787,27 Jul 2020,Midday,712.5
788,24 Jul 2020,Closing,715.0
789,24 Jul 2020,Midday,700.0
790,23 Jul 2020,Closing,690.0
791,23 Jul 2020,Midday,685.0
792,22 Jul 2020,Closing,685.0
793,22 Jul 2020,Midday,690.0
794,21 Jul 2020,Closing,677.5
795,21 Jul 2020,Midday,675.0
796,20 Jul 2020,Closing,672.5
797,20 Jul 2020,Midday,675.0
798,17 Jul 2020,Closing,662.5
799,17 Jul 2020,Midday,652.5
800,14 Jul 2020,Midday,620.0
801,13 Jul 2020,Closing,620.0
802,13 Jul 2020,Midday,622.5
803,10 Jul 2020,Closing,617.5
804,7 Jul 2020,Closing,605.0
805,7 Jul 2020,Midday,610.0
806,6 Jul 2020,Closing,607.5
807,3 Jul 2020,Closing,602.5
808,3 Jul 2020,Midday,605.0
809,2 Jul 2020,Closing,605.0
810,2 Jul 2020,Midday,605.0
811,1 Jul 2020,Closing,600.0
812,1 Jul 2020,Midday,600.0
813,30 Jun 2020,Closing,597.5
814,30 Jun 2020,Midday,607.5
815,29 Jun 2020,Closing,605.0
816,29 Jun 2020,Midday,607.5
817,26 Jun 2020,Closing,615.0
818,26 Jun 2020,Midday,617.5
819,25 Jun 2020,Closing,620.0
820,25 Jun 2020,Midday,620.0
821,24 Jun 2020,Closing,620.0
822,24 Jun 2020,Midday,632.5
823,23 Jun 2020,Midday,627.5
824,22 Jun 2020,Closing,632.5
825,22 Jun 2020,Midday,635.0
826,19 Jun 2020,Closing,640.0
827,19 Jun 2020,Midday,622.5
828,18 Jun 2020,Closing,612.5
829,18 Jun 2020,Midday,610.0
830,17 Jun 2020,Closing,607.5
831,17 Jun 2020,Midday,607.5
832,16 Jun 2020,Closing,610.0
833,16 Jun 2020,Midday,607.5
834,15 Jun 2020,Closing,607.5
835,15 Jun 2020,Midday,607.5
836,12 Jun 2020,Closing,605.0
837,12 Jun 2020,Midday,605.0
838,11 Jun 2020,Closing,607.5
839,11 Jun 2020,Midday,605.0
840,10 Jun 2020,Closing,600.0
841,9 Jun 2020,Midday,605.0
842,1 Jun 2020,Midday,582.5
843,29 May 2020,Closing,565.0
844,29 May 2020,Midday,565.0
845,28 May 2020,Closing,562.5
846,28 May 2020,Midday,555.0
847,27 May 2020,Closing,560.0
848,27 May 2020,Midday,550.0
849,21 May 2020,Closing,542.5
850,21 May 2020,Midday,535.0
851,20 May 2020,Closing,535.0
852,20 May 2020,Midday,535.0
853,19 May 2020,Closing,540.0
854,19 May 2020,Midday,535.0
855,18 May 2020,Closing,532.5
856,18 May 2020,Midday,535.0
857,15 May 2020,Closing,525.0
858,15 May 2020,Midday,527.5
859,14 May 2020,Midday,515.0
860,13 May 2020,Closing,522.5
861,13 May 2020,Midday,517.5
862,12 May 2020,Closing,515.0
863,6 May 2020,Closing,515.0
864,6 May 2020,Midday,517.5
865,5 May 2020,Closing,522.5
866,5 May 2020,Midday,522.5
867,4 May 2020,Closing,522.5
868,4 May 2020,Midday,532.5
869,30 Apr 2020,Closing,537.5
870,30 Apr 2020,Midday,537.5
871,29 Apr 2020,Closing,527.5
872,29 Apr 2020,Midday,525.0
873,28 Apr 2020,Closing,520.0
874,28 Apr 2020,Midday,520.0
875,27 Apr 2020,Closing,525.0
876,27 Apr 2020,Midday,527.5
877,24 Apr 2020,Closing,535.0
878,24 Apr 2020,Midday,537.5
879,23 Apr 2020,Closing,542.5
880,23 Apr 2020,Midday,537.5
881,22 Apr 2020,Closing,535.0
882,22 Apr 2020,Midday,537.5
883,21 Apr 2020,Closing,535.0
884,21 Apr 2020,Midday,547.5
885,20 Apr 2020,Closing,560.0
886,20 Apr 2020,Midday,565.0
887,17 Apr 2020,Closing,562.5
888,17 Apr 2020,Midday,567.5
889,16 Apr 2020,Closing,565.0
890,16 Apr 2020,Midday,575.0
891,15 Apr 2020,Closing,577.5
892,15 Apr 2020,Midday,577.5
893,14 Apr 2020,Closing,570.0
894,14 Apr 2020,Midday,580.0
895,13 Apr 2020,Closing,577.5
896,13 Apr 2020,Midday,587.5
897,10 Apr 2020,Closing,592.5
898,10 Apr 2020,Midday,592.5
899,8 Apr 2020,Midday,590.0
900,7 Apr 2020,Closing,590.0
901,7 Apr 2020,Midday,582.5
902,6 Apr 2020,Closing,580.0
903,6 Apr 2020,Midday,585.0
904,3 Apr 2020,Closing,582.5
905,3 Apr 2020,Midday,587.5
906,2 Apr 2020,Closing,595.0
907,2 Apr 2020,Midday,597.5
908,1 Apr 2020,Midday,597.5
909,1 Apr 2020,Midday,612.5
910,31 March 2020,Closing,615.0
911,31 March 2020,Midday,605.0
912,30 March 2020,Closing,615.0
913,30 March 2020,Midday,607.5
914,27 March 2020,Closing,607.5
915,27 March 2020,Midday,605.0
916,26 March 2020,Closing,600.0
917,26 March 2020,Midday,597.5
918,25 March 2020,Midday,590.0
919,24 March 2020,Closing,582.5
920,24 March 2020,Midday,570.0
921,23 March 2020,Closing,560.0
922,23 March 2020,Midday,555.0
923,20 March 2020,Closing,570.0
924,20 March 2020,Midday,562.5
925,19 March 2020,Closing,555.0
926,19 March 2020,Midday,552.5
927,18 March 2020,Closing,565.0
928,18 March 2020,Midday,580.0
929,17 March 2020,Closing,565.0
930,17 March 2020,Midday,567.5
931,16 March 2020,Closing,565.0
932,16 March 2020,Midday,572.5
933,13 March 2020,Closing,580.0
934,13 March 2020,Midday,565.0
935,12 March 2020,Closing,572.5
936,12 March 2020,Midday,572.5
937,11 March 2020,Closing,590.0
938,11 March 2020,Midday,587.5
939,10 March 2020,Closing,580.0
940,4 March 2020,Midday,605.0
941,3 March 2020,Closing,610.0
942,3 March 2020,Midday,607.5
943,2 March 2020,Closing,602.5
944,2 March 2020,Midday,615.0
945,28 Feb 2020,Midday,620.0
946,27 Feb 2020,Closing,630.0
947,27 Feb 2020,Midday,625.0
948,26 Feb 2020,Closing,625.0
949,26 Feb 2020,Midday,630.0
950,18 Feb 2020,Closing,677.5
951,18 Feb 2020,Midday,677.5
952,11 Feb 2020,Closing,700.0
953,11 Feb 2020,Midday,720.0
954,10 Feb 2020,Closing,720.0
955,5 Feb 2020,Midday,705.0
956,4 Feb 2020,Closing,692.5
957,4 Feb 2020,Midday,690.0
958,3 Feb 2020,Closing,682.5
959,3 Feb 2020,Midday,687.5
960,31 Jan 2020,Closing,685.0
961,31 Jan 2020,Midday,690.0
962,30 Jan 2020,Closing,702.5
963,30 Jan 2020,Midday,707.5
964,29 Jan 2020,Closing,715.0
965,29 Jan 2020,Midday,720.0
966,28 Jan 2020,Closing,692.5
967,21 Jan 2020,Closing,757.5
968,21 Jan 2020,Midday,752.5
969,20 Jan 2020,Closing,767.5
970,20 Jan 2020,Midday,765.0
971,17 Jan 2020,Closing,762.5
972,17 Jan 2020,Midday,767.5
973,16 Jan 2020,Closing,767.5
974,16 Jan 2020,Midday,767.5
975,15 Jan 2020,Closing,772.5
976,15 Jan 2020,Midday,777.5
977,14 Jan 2020,Closing,780.0
978,14 Jan 2020,Midday,790.0
979,13 Jan 2020,Closing,797.5
980,13 Jan 2020,Midday,797.5
981,11 Jan 2020,Closing,797.5
982,8 Jan 2020,Closing,787.5
983,8 Jan 2020,Midday,787.5
984,7 Jan 2020,Closing,785.0
985,7 Jan 2020,Midday,790.0
986,3 Jan 2020,Closing,790.0
987,3 Jan 2020,Midday,790.0
988,2 Jan 2020,Closing,790.0
989,2 Jan 2020,Midday,782.5
990,31 Dec 2019,Closing,780.0
991,31 Dec 2019,Midday,782.5
992,30 Dec 2019,Closing,780.0
993,30 Dec 2019,Midday,765.0
994,27 Dec 2019,Closing,765.0
995,27 Dec 2019,Midday,757.5
996,26 Dec 2019,Closing,757.5
997,26 Dec 2019,Midday,735.0
998,23 Dec 2019,Closing,725.0
999,23 Dec 2019,Midday,725.0
1000,20 Dec 2019,Midday,725.0
1001,19 Dec 2019,Midday,717.5
1002,18 Dec 2019,Midday,722.5
1003,18 Dec 2019,Closing,717.5
1004,17 Dec 2019,Closing,717.5
1005,17 Dec 2019,Midday,717.5
1006,16 Dec 2019,Closing,717.5
1007,16 Dec 2019,Midday,717.5
1008,13 Dec 2019,Closing,710.0
1009,13 Dec 2019,Midday,725.0
1010,12 Dec 2019,Closing,722.5
1011,11 Dec 2019,Closing,722.5
1012,4 Dec 2019,Closing,667.5
1013,4 Dec 2019,Midday,665.0
1014,3 Dec 2019,Closing,662.5
1015,3 Dec 2019,Midday,655.0
1016,2 Dec 2019,Closing,655.0
1017,2 Dec 2019,Closing,652.5
1018,29 Nov 2019,Closing,660.0
1019,29 Nov 2019,Midday,662.5
1020,28 Nov 2019,Midday,647.5
1021,27 Nov 2019,Closing,657.5
1022,27 Nov 2019,Midday,650.0
1023,26 Nov 2019,Closing,647.5
1024,26 Nov 2019,Midday,645.0
1025,25 Nov 2019,Closing,655.0
1026,25 Nov 2019,Midday,657.5
1027,22 Nov 2019,Closing,655.0
1028,22 Nov 2019,Midday,650.0
1029,13 Nov 2019,Closing,637.5
1030,13 Nov 2019,Midday,642.5
1031,12 Nov 2019,Closing,637.5
1032,12 Nov 2019,Midday,640.0
1033,11 Nov 2019,Closing,640.0
1034,7 Nov 2019,Midday,620.0
1035,6 Nov 2019,Closing,620.0
1036,6 Nov 2019,Midday,610.0
1037,5 Nov 2019,Closing,605.0
1038,5 Nov 2019,Midday,612.5
1039,4 Nov 2019,Closing,607.5
1040,4 Nov 2019,Midday,595.0
1041,1 Nov 2019,Closing,587.5
1042,1 Nov 2019,Midday,592.5
1043,26 September 2019,Closing,525.0
1044,26 September 2019,Midday,517.5
1045,25 September 2019,Closing,522.5
1046,25 September 2019,Midday,522.5
1047,24 September 2019,Closing,522.5
1048,24 September 2019,Midday,525.0
1049,23 September 2019,Closing,530.0
1050,23 September 2019,Midday,535.0
1051,20 September 2019,Closing,537.5
1052,20 September 2019,Midday,537.5
1053,19 September 2019,Closing,540.0
1054,19 September 2019,Midday,540.0
1055,18 September 2019,Closing,540.0
1056,18 September 2019,Midday,545.0
1057,17 September 2019,Closing,550.0
1058,17 September 2019,Midday,550.0
1059,12 September 2019,Midday,542.5
1060,11 September 2019,Closing,540.0
1061,11 September 2019,Midday,545.0
1062,27 August 2019,Midday,550.0
1063,26 August 2019,Closing,557.5
1064,26 August 2019,Midday,562.5
1065,23 August 2019,Closing,552.5
1066,23 August 2019,Midday,550.0
1067,22 August 2019,Closing,560.0
1068,22 August 2019,Midday,560.0
1069,21 August 2019,Midday,545.0
1070,20 August 2019,Closing,545.0
1071,20 August 2019,Midday,540.0
1072,4 September 2019,Midday,540.0
1073,3 September 2019,Midday,540.0
1074,3 September 2019,Closing,535.0
1075,30 August 2019,Closing,542.5
1076,30 August 2019,Midday,545.0
1077,29 August 2019,Closing,542.5
1078,29 August 2019,Midday,550.0
1079,28 August 2019,Closing,547.5
1080,28 August 2019,Midday,550.0
1081,27 August 2019,Closing,545.0
1082,19 August 2019,Closing,540.0
1083,19 August 2019,Midday,547.5
1084,16 August 2019,Closing,545.0
1085,16 August 2019,Midday,547.5
1086,15 August 2019,Closing,547.5
1087,15 August 2019,Midday,550.0
1088,14 August 2019,Closing,555.0
1089,14 August 2019,Midday,550.0
1090,13 August 2019,Closing,550.0
1091,13 August 2019,Midday,550.0
1092,2 August 2019,Closing,522.5
1093,2 August 2019,Midday,520.0
1094,1 August 2019,Closing,522.5
1095,1 August 2019,Midday,522.5
1096,31 July 2019,Closing,522.5
1097,31 July 2019,Midday,520.0
1098,29 July 2019,Closing,522.5
1099,29 July 2019,Midday,520.0
1100,26 July 2019,Midday,517.5
1101,25 July 2019,Closing,515.0
1102,25 July 2019,Midday,510.0
1103,24 July 2019,Closing,507.5
1104,24 July 2019,Midday,507.5
1105,23 July 2019,Closing,502.5
1106,23 July 2019,Midday,500.0
1107,22 July 2019,Closing,497.5
1108,22 July 2019,Midday,497.5
1109,19 July 2019,Closing,497.5
1110,19 July 2019,Midday,497.5
1111,18 July 2019,Closing,497.5
1112,18 July 2019,Midday,497.5
1113,17 July 2019,Closing,500.0
1114,17 July 2019,Midday,497.0
1115,10 July 2019,Closing,490.0
1116,4 July 2019,Midday,495.0
1117,3 July 2019,Midday,495.0
1118,2 July 2019,Closing,497.5
1119,2 July 2019,Midday,497.5
1120,1 July 2019,Closing,502.5
1121,1 July 2019,Midday,502.5
1122,28 June 2019,Midday,497.5
1123,27 June 2019,Closing,502.5
1124,27 June 2019,Midday,502.5
1125,26 June 2019,Closing,497.5
1126,26 June 2019,Midday,500.0
1127,25 June 2019,Closing,500.0
1128,25 June 2019,Midday,505.0
1129,24 June 2019,Closing,505.0
1130,24 June 2019,Midday,507.5
1131,21 June 2019,Midday,510.0
1132,20 June 2019,Closing,510.0
1133,20 June 2019,Midday,515.0
1134,19 June 2019,Closing,515.0
1135,19 June 2019,Midday,507.5
1136,18 June 2019,Closing,512.5
1137,18 June 2019,Midday,510.0
1138,17 June 2019,Closing,510.0
1139,17 June 2019,Midday,510.0
1140,14 June 2019,Closing,510.0
1141,14 June 2019,Midday,510.0
1142,13 June 2019,Closing,515.0
1143,13 June 2019,Midday,507.5
1144,12 June 2019,Closing,510.0
1145,12 June 2019,Midday,512.5
1146,11 June 2019,Closing,512.5
1147,11 June 2019,Midday,510.0
1148,10 June 2019,Closing,510.0
1149,10 June 2019,Midday,512.5
1150,7 June 2019,Closing,515.0
1151,7 June 2019,Midday,527.5
1152,3 June 2019,Closing,517.5
1153,3 June 2019,Midday,520.0
1154,31 May 2019,Closing,520.0
1155,31 May 2019,Midday,522.5
1156,30 May 2019,Closing,520.0
1157,30 May 2019,Midday,522.5
1158,29 May 2019,Closing,525.0
1159,29 May 2019,Midday,520.0
1160,28 May 2019,Closing,517.5
1161,28 May 2019,Midday,512.5
1162,27 May 2019,Closing,512.5
1163,27 May 2019,Midday,512.5
1164,24 May 2019,Closing,508.0
1165,24 May 2019,Midday,505.0
1166,23 May 2019,Closing,505.0
1167,23 May 2019,Midday,507.5
1168,9 May 2019,Midday,507.5
1169,8 May 2019,Closing,515.0
1170,8 May 2019,Midday,517.5
1171,7 May 2019,Closing,512.5
1172,7 May 2019,Midday,505.0
1173,6 May 2019,Closing,505.0
1174,6 May 2019,Midday,510.0
1175,3 May 2019,Closing,510.0
1176,3 May 2019,Midday,515.0
1177,2 May 2019,Closing,515.0
1178,2 May 2019,Midday,520.0
1179,30 Apr 2019,Closing,525.0
1180,30 Apr 2019,Midday,525.0
1181,29 Apr 2019,Closing,527.5
1182,29 Apr 2019,Midday,527.5
1183,26 Apr 2019,Closing,527.5
1184,26 Apr 2019,Midday,530.0
1185,25 Apr 2019,Midday,535.0
1186,24 Apr 2019,Closing,535.0
1187,24 Apr 2019,Midday,530.0
1188,23 Apr 2019,Closing,537.5
1189,23 Apr 2019,Midday,537.5
1190,22 Apr 2019,Closing,537.5
1191,22 Apr 2019,Midday,540.0
1192,19 Apr 2019,Closing,545.0
1193,19 Apr 2019,Midday,545.0
1194,18 Apr 2019,Closing,542.5
1195,18 Apr 2019,Midday,542.5
1196,17 Apr 2019,Closing,542.5
1197,17 Apr 2019,Midday,545.0
1198,3 Apr 2019,Midday,535.0
1199,2 Apr 2019,Closing,532.5
1200,2 Apr 2019,Midday,530.0
1201,1 Apr 2019,Closing,525.0
1202,1 Apr 2019,Midday,522.5
1203,29 Mar Jan 2019 ,Closing,525.0
1204,29 Mar Jan 2019 ,Midday,522.5
1205,28 Mar Jan 2019 ,Closing,525.0
1206,28 Mar Jan 2019 ,Midday,527.5
1207,27 Mar Jan 2019 ,Midday,527.5
1208,27 Mar Jan 2019 ,Midday,525.0
1209,26 Mar Jan 2019 ,Closing,525.0
1210,26 Mar Jan 2019 ,Midday,525.0
1211,25 Mar Jan 2019 ,Midday,530.0
1212,22 Mar Jan 2019 ,Closing,532.5
1213,22 Mar Jan 2019 ,Midday,530.0
1214,21 Mar Jan 2019 ,Midday,532.5
1215,20 Mar Jan 2019 ,Closing,532.5
1216,20 Mar Jan 2019 ,Midday,522.5
1217,19 Mar Jan 2019 ,Midday,520.0
1218,18 Mar Jan 2019 ,Closing,517.5
1219,18 Mar Jan 2019 ,Midday,520.0
1220,11 Mar Jan 2019 ,Closing,530.0
1221,4 Mar Jan 2019 ,Closing,542.5
1222,4 Mar Jan 2019 ,Midday,545.0
1223,1 Mar Jan 2019 ,Closing,540.0
1224,1 Mar Jan 2019 ,Midday,535.0
1225,28 Feb Jan 2019 ,Closing,532.5
1226,28 Feb Jan 2019 ,Midday,530.0
1227,27 Feb Jan 2019 ,Closing,530.0
1228,27 Feb Jan 2019 ,Midday,537.5
1229,26 Feb Jan 2019 ,Closing,537.5
1230,26 Feb Jan 2019 ,Midday,540.0
1231,25 Feb Jan 2019 ,Closing,545.0
1232,25 Feb Jan 2019 ,Midday,550.0
1233,22 Feb Jan 2019 ,Midday,555.0
1234,21 Feb Jan 2019 ,Closing,557.5
1235,21 Feb Jan 2019 ,Midday,555.0
1236,20 Feb Jan 2019 ,Closing,555.0
1237,20 Feb Jan 2019 ,Midday,562.5
1238,19 Feb Jan 2019 ,Closing,562.5
1239,19 Feb Jan 2019 ,Midday,572.5
1240,18 Feb Jan 2019 ,Closing,567.5
1241,18 Feb Jan 2019 ,Midday,562.5
1242,15 Feb Jan 2019 ,Closing,562.5
1243,15 Feb Jan 2019 ,Midday,562.5
1244,14 Feb Jan 2019 ,Closing,570.0
1245,14 Feb Jan 2019 ,Midday,565.0
1246,13 Feb Jan 2019 ,Closing,565.0
1247,13 Feb Jan 2019 ,Midday,567.5
1248,12 Feb Jan 2019 ,Closing,565.0
1249,12 Feb Jan 2019 ,Midday,567.5
1250,11 Feb Jan 2019 ,Midday,572.5
1251,29th Jan 2019 ,Midday,565.0
1252,28th Jan 2019 ,Closing,567.5
1253,28th Jan 2019 ,Midday,565.0
1254,24th Jan 2019 ,Closing,555.0
1255,18th Jan 2019 ,Midday,537.5
1256,17th Jan 2019 ,Closing,532.5
1257,17th Jan 2019 ,Midday,527.5
1258,16th Jan 2019 ,Closing,530.0
1259,16th Jan 2019 ,Midday,535.0
1260,15th Jan 2019 ,Closing,535.0
1261,15th Jan 2019 ,Midday,530.0
1262,14th Jan 2019 ,Closing,530.0
1263,14th Jan 2019 ,Midday,535.0
1264,10th Jan 2019 ,Closing,532.5
1265,10th Jan 2019 ,Midday,535.0
1266,3rd Jan 2019 ,Closing,520.0
1267,3rd Jan 2019 ,Midday,517.5
1268,2nd Jan 2019 ,Closing,517.5
1269,2nd Jan 2019 ,Midday,510.0
1270,31st Dec 2018 ,Closing,500.0
1271,31st Dec 2018 ,Midday,510.0
1272,28th Dec 2018 ,Closing,505.0
1273,28th Dec 2018 ,Midday,505.0
1274,27th Dec 2018 ,Closing,505.0
1275,27th Dec 2018 ,Midday,505.0
1276,26th Dec 2018 ,Closing,500.0
1277,26th Dec 2018 ,Midday,505.0
1278,24th Dec 2018 ,Closing,505.0
1279,24th Dec 2018 ,Midday,505.0
1280,21st Dec 2018 ,Midday,507.5
1281,20th Dec 2018 ,Closing,507.5
1282,18th Dec 2018 ,Midday,490.0
1283,17th Dec 2018 ,Closing,490.0
1284,17th Dec 2018 ,Midday,4909.0
1285,14th Dec 2018 ,Closing,490.0
1286,14th Dec 2018 ,Midday,485.0
1287,13th Dec 2018 ,Closing,490.0
1288,13th Dec 2018 ,Midday,480.0
1289,12th Dec 2018 ,Closing,482.5
1290,12th Dec 2018 ,Midday,480.0
1291,11th Dec 2018 ,Closing,480.0
1292,11th Dec 2018 ,Midday,480.0
1293,10th Dec 2018 ,Closing,482.5
1294,10th Dec 2018 ,Midday,477.5
1295,4th Dec 2018 ,Closing,475.0
1296,4th Dec 2018 ,Midday,475.0
1297,3rd Dec 2018 ,Closing,480.0
1298,3rd Dec 2018 ,Midday,485.0
1299,30th Nov 2018 ,Closing,485.0
1300,30th Nov 2018 ,Midday,485.0
1301,29th Nov 2018 ,Closing,485.0
1302,29th Nov 2018 ,Midday,480.0
1303,28th Nov 2018 ,Closing,475.0
1304,28th Nov 2018 ,Midday,475.0
1305,27th Nov 2018 ,Closing,475.0
1306,27th Nov 2018 ,Midday,480.0
1307,26th Nov 2018 ,Closing,480.0
1308,26th Nov 2018 ,Midday,482.5
1309,23rd Nov 2018 ,Closing,485.0
1310,23rd Nov 2018 ,Midday,485.0
1311,22nd Nov 2018 ,Closing,482.5
1312,22nd Nov 2018 ,Midday,472.5
1313,21st Nov 2018 ,Closing,470.0
1314,21st Nov 2018 ,Midday,465.0
1315,19th Nov 2018 ,Closing,467.5
1316,19th November 2018 ,Midday,475.0
1317,16th November 2018 ,Closing,470.0
1318,16th November 2018 ,Midday,477.5
1319,15th November 2018 ,Closing,480.0
1320,12th November 2018 ,Closing,497.5
1321,5th November 2018 ,Midday,525.0
1322,2nd November 2018 ,Closing,527.5
1323,30th October 2018 ,Midday,527.5
1324,29th October 2018 ,Closing,530.0
1325,29th October 2018 ,Midday,527.5
1326,26th October 2018 ,Closing,520.0
1327,26th October 2018 ,midday,525.0
1328,24th October 2018 ,Closing,522.5
1329,24th October 2018 ,Midday,530.0
1330,23rd October 2018 ,Closing,540.0
1331,23rd October 2018 ,Midday,542.5
1332,22nd October 2018 ,Closing,545.0
1333,22nd October 2018 ,Midday,540.0
1334,19th October 2018 ,Closing,540.0
1335,19th October 2018 ,Midday,542.5
1336,17th October 2018 ,Midday,550.0
1337,16th October 2018 ,Closing,550.0
1338,11th October 2018 ,Closing,547.5
1339,11th October 2018 ,Midday,545.0
1340,10th October 2018 ,Closing,550.0
1341,10th October 2018 ,Midday,552.5
1342,4th October 2018 ,Closing,557.5
1343,4th October 2018 ,Midday,555.0
1344,3rd October 2018 ,Midday,552.5
1345,2nd October 2018 ,Midday,550.0
1346,1st October 2018 ,Closing,550.0
1347,1st October 2018 ,Midday,550.0
1348,28th September 2018 ,Closing,550.0
1349,28th September 2018 ,Midday,550.0
1350,27th September 2018 ,Closing,542.5
1351,27th September 2018 ,Midday,542.5
1352,26th September 2018 ,Closing,542.5
1353,26th September 2018 ,Midday,542.5
1354,25th September 2018 ,Closing,547.5
1355,25th September 2018 ,Midday,542.5
1356,24th September 2018 ,Closing,542.5
1357,24th September 2018 ,Midday,540.0
1358,21st September 2018 ,Midday,537.5
1359,20th September 2018 ,Closing,540.0
1360,20th September 2018 ,Midday,545.0
1361,19th September 2018 ,Closing,545.0
1362,19th September 2018 ,Midday,547.5
1363,18th September 2018 ,Closing,547.5
1364,18th September 2018 ,Midday,557.5
1365,14th September 2018 ,Closing,565.0
1366,7th September 2018 ,Midday,570.0
1367,6th September 2018 ,Closing,570.0
1368,6th September 2018 ,Midday,572.5
1369,5th September 2018 ,Closing,572.5
1370,5th September 2018 ,Midday,572.5
1371,4th Sep 2018 ,Midday,572.5
1372,3rd Sep 2018 ,Closing,572.5
1373,3rd Sep 2018 ,Midday,565.0
1374,30th August 2018 ,Closing,567.5
1375,30th August 2018 ,Midday,565.0
1376,29th August 2018 ,Closing,565.0
1377,29th August 2018 ,Midday,570.0
1378,27th August 2018 ,Closing,562.5
1379,27th August 2018 ,Closing,555.0
1380,27th August 2018 ,Midday,557.5
1381,24th August 2018 ,Closing,557.5
1382,24th August 2018 ,Midday,560.0
1383,23rd August 2018 ,Closing,555.0
1384,23rd August 2018 ,Midday,560.0
1385,21st August 2018 ,Midday,565.0
1386,27th July 2018 ,Closing,562.5
1387,27th July 2018 ,Midday,552.5
1388,26th July 2018 ,Closing,557.5
1389,26th July 2018 ,Midday,550.0
1390,25th July 2018 ,Closing,550.0
1391,25th July 2018 ,Midday,550.0
1392,24th July 2018 ,Closing,547.5
1393,24th July 2018 ,Midday,547.5
1394,23rd July 2018 ,Closing,552.5
1395,23rd July 2018 ,Midday,560.0
1396,20th July 2018 ,Closing,562.5
1397,20th July 2018 ,Midday,557.5
1398,19th July 2018 ,Closing,557.5
1399,19th July 2018 ,Midday,560.0
1400,18th July 2018 ,Closing,570.0
1401,18th July 2018 ,Midday,562.5
1402,17th July 2018 ,Closing,560.0
1403,17th July 2018 ,Midday,562.5
1404,16th July 2018 ,Closing,560.0
1405,16th July 2018 ,Midday,562.5
1406,13th July 2018 ,Closing,560.0
1407,13th July 2018 ,Midday,567.5
1408,12th July 2018 ,Closing,570.0
1409,12th July 2018 ,Midday,572.5
1410,11th July 2018 ,Midday,577.5
1411,10th July 2018 ,Closing,577.5
1412,29th June 2018 ,Midday,600.0
1413,28th June 2018 ,Closing,600.0
1414,28th June 2018 ,Midday,595.0
1415,27th June 2018 ,Closing,595.0
1416,27th June 2018 ,Midday,590.0
1417,26th June 2018 ,Closing,590.0
1418,26th June 2018 ,Midday,590.0
1419,25th June 2018 ,Closing,592.5
1420,25th June 2018 ,Midday,590.0
1421,22nd June 2018 ,Midday,587.5
1422,21st June 2018 ,Closing,592.5
1423,21st June 2018 ,Midday,592.5
1424,20th June 2018 ,Closing,592.5
1425,20th June 2018 ,Midday,592.5
1426,19th June 2018 ,Closing,592.5
1427,19th June 2018 ,Midday,595.0
1428,18th June 2018 ,Closing,595.0
1429,18th June 2018 ,Midday,605.0
1430,13th June 2018 ,Closing,605.0
1431,13th June 2018 ,Midday,607.5
1432,12th June 2018 ,Closing,607.5
1433,12th June 2018 ,Midday,617.5
1434,11th June 2018 ,Midday,620.0
1435,4th June 2018 ,Closing,635.0
1436,4th June 2018 ,Midday,635.0
1437,1st June 2018 ,Closing,635.0
1438,1st June 2018 ,Midday,635.0
1439,31st May 2018 ,Closing,635.0
1440,31st May 2018 ,Midday,635.0
1441,30th May 2018 ,Closing,635.0
1442,30th May 2018 ,Midday,630.0
1443,28th May 2018 ,Closing,630.0
1444,28th May 2018 ,Midday,635.0
1445,25th May 2018 ,Closing,640.0
1446,25th May 2018 ,Midday,642.5
1447,24th May 2018 ,Closing,650.0
1448,24th May 2018 ,Midday,647.5
1449,23rd May 2018 ,Closing,645.0
1450,23rd May 2018 ,Midday,642.5
1451,22nd May 2018 ,Closing,650.0
1452,22nd May 2018 ,Midday,647.5
1453,21st May 2018 ,Closing,642.5
1454,21st May 2018 ,Midday,642.5
1455,18th May 2018 ,Closing,647.5
1456,18th May 2018 ,Midday,647.5
1457,17th May 2018 ,Closing,642.5
1458,17th May 2018 ,Midday,640.0
1459,16th May 2018 ,Closing,640.0
1460,16th May 2018 ,Midday,640.0
1461,15th May 2018 ,Closing,642.5
1462,15th May 2018 ,Midday,640.0
1463,14th May 2018 ,Closing,640.0
