date,updated_at,price
14 Jul 2020,Closing,630
14 Jul 2020,Midday,620
13 Jul 2020,Closing,620
13 Jul 2020,Midday,622.5
10 Jul 2020,Closing,617.5
3 Jul 2020,Midday,605
2 Jul 2020,Closing,605
2 Jul 2020,Midday,605
1 Jul 2020,Closing,600
1 Jul 2020,Midday,600
30 Jun 2020,Closing,597.5
30 Jun 2020,Midday,607.5
29 Jun 2020,Closing,605
29 Jun 2020,Midday,607.5
26 Jun 2020,Closing,615
26 Jun 2020,Midday,617.5
25 Jun 2020,Closing,620
25 Jun 2020,Midday,620
24 Jun 2020,Closing,627.5.5
24 Jun 2020,Midday,632.5
23 Jun 2020,Midday,627.5
22 Jun 2020,Closing,632.5
22 Jun 2020,Midday,635
19 Jun 2020,Closing,640
19 Jun 2020,Midday,622.5
18 Jun 2020,Closing,612.5
18 Jun 2020,Midday,610
17 Jun 2020,Closing,607.5
17 Jun 2020,Midday,607.5
16 Jun 2020,Closing,610
16 Jun 2020,Midday,607.5
15 Jun 2020,Closing,607.5
15 Jun 2020,Midday,607.5
12 Jun 2020,Closing,605
12 Jun 2020,Midday,605
11 Jun 2020,Closing,607.5
11 Jun 2020,Midday,605
10 Jun 2020,Closing,600
10 Jun 2020,Closing,600
10 Jun 2020,Midday,605
9 Jun 2020,Closing,605
9 Jun 2020,Midday,605
8th June 2020,MALAYSIA,605
5 Jun 2020,Closing,597.5
5 Jun 2020,Midday,595
4 Jun 2020,Closing,595
4 Jun 2020,Midday,595
3 Jun 2020,Closing,602.5
3 Jun 2020,Midday,595
2 Jun 2020,Closing,587.5
2 Jun 2020,Midday,582.5
1 Jun 2020,Midday,582.5
29 May 2020,Closing,565
29 May 2020,Midday,565
28 May 2020,Closing,562.5
28 May 2020,Midday,555
27 May 2020,Closing,560
27 May 2020,Midday,550
27 May 2020,Midday,550
22 May 2020,Closing,537.5
22 May 2020,Midday,540
21 May 2020,Closing,542.5
21 May 2020,Midday,535
20 May 2020,Closing,535
20 May 2020,Midday,535
19 May 2020,Closing,540
19 May 2020,Midday,535
18 May 2020,Closing,532.5
18 May 2020,Midday,535
15 May 2020,Closing,525
15 May 2020,Midday,527.5
14 May 2020,Midday,515
13 May 2020,Closing,522.5
13 May 2020,Midday,517.5
12 May 2020,Closing,515
4 May 2020,Closing,522.5
4 May 2020,Midday,532.5
30 Apr 2020,Closing,537.5
30 Apr 2020,Midday,537.5
29 Apr 2020,Closing,527.5
29 Apr 2020,Midday,525
28 Apr 2020,Closing,520
28 Apr 2020,Midday,520
27 Apr 2020,Closing,525
27 Apr 2020,Midday,527.5
24 Apr 2020,Closing,535
24 Apr 2020,Midday,537.5
23 Apr 2020,Closing,542.5
23 Apr 2020,Midday,537.5
22 Apr 2020,Closing,535
22 Apr 2020,Midday,537.5
21 Apr 2020,Closing,535
21 Apr 2020,Midday,547.5
20 Apr 2020,Closing,560
20 Apr 2020,Midday,565
17 Apr 2020,Closing,562.5
17 Apr 2020,Midday,567.5
16 Apr 2020,Closing,565
16 Apr 2020,Midday,575
15 Apr 2020,Closing,577.5
15 Apr 2020,Midday,na
14 Apr 2020,Closing,570
14 Apr 2020,Midday,580
13 Apr 2020,Closing,577.5
13 Apr 2020,Midday,587.5
10 Apr 2020,Closing,592.5
10 Apr 2020,Midday,592.5
10 Apr 2020,Midday,592.5
9 Apr 2020,Closing,597.5
9 Apr 2020,Midday,605
8 Apr 2020,Closing,592.5
8 Apr 2020,Midday,590
7 Apr 2020,Closing,590
7 Apr 2020,Midday,582.5
6 Apr 2020,Closing,580
6 Apr 2020,Midday,585
3 Apr 2020,Closing,582.5
3 Apr 2020,Midday,587.5
2 Apr 2020,Closing,595
2 Apr 2020,Midday,597.5
1 Apr 2020,Midday,597.5
1 Apr 2020,Midday,612.5
31 March 2020,Closing,615
31 March 2020,Midday,605
30 March 2020,Closing,615
30 March 2020,Midday,607.5
27 March 2020,Closing,607.5
27 March 2020,Midday,605
26 March 2020,Closing,600
26 March 2020,Midday,597.5
25 March 2020,Midday,590
24 March 2020,Closing,582.5
24 March 2020,Midday,570
23 March 2020,Closing,560
23 March 2020,Midday,555
20 March 2020,Closing,570
20 March 2020,Midday,562.5
19 March 2020,Closing,555
19 March 2020,Midday,552.5
18 March 2020,Closing,565
18 March 2020,Midday,580
17 March 2020,Closing,565
17 March 2020,Midday,567.5
16 March 2020,Closing,565
16 March 2020,Midday,572.5
13 March 2020,Closing,580
13 March 2020,Midday,565
12 March 2020,Closing,572.5
12 March 2020,Midday,572.5
11 March 2020,Closing,590
11 March 2020,Midday,587.5
10 March 2020,Closing,580
10 March 2020,Closing,580
10 March 2020,Midday,592.5
9 March 2020,Closing,572.5
9 March 2020,Midday,565
6 March 2020,Closing,615
6 March 2020,Midday,622.5
5 March 2020,Closing,640
5 March 2020,Midday,645
4 March 2020,Closing,627.5
4 March 2020,Midday,605
3 March 2020,Closing,610
3 March 2020,Midday,607.5
2 March 2020,Closing,602.5
2 March 2020,Midday,615
28 Feb 2020,Midday,620
27 Feb 2020,Closing,630
27 Feb 2020,Midday,625
26 Feb 2020,Closing,625
26 Feb 2020,Midday,630
25 Feb 2020,Closing,-4.45
25 Feb 2020,Midday,650
24 Feb 2020,Closing,650
24 Feb 2020,Midday,662.5
21 Feb 2020,Closing,672.5
21 Feb 2020,Midday,667.5
20 Feb 2020,Closing,662.5
20 Feb 2020,Midday,652.5
19 Feb 2020,Closing,670
19 Feb 2020,Midday,677.5
18 Feb 2020,Closing,677.5
18 Feb 2020,Midday,677.5
17 Feb 2020,Closing,677.5
17 Feb 2020,Midday,685
14 Feb 2020,Closing,685
14 Feb 2020,Midday,680
13 Feb 2020,Closing,682.5
13 Feb 2020,Midday,692.5
12 Feb 2020,Closing,697.5
12 Feb 2020,Midday,695
11 Feb 2020,Closing,700
11 Feb 2020,Midday,720
10 Feb 2020,Closing,-29.38
10 Feb 2020,Closing,-29.38
10 Feb 2020,Midday,725
7 Feb 2020,Closing,727.5
7 Feb 2020,Midday,730
6 Feb 2020,Closing,732.5
6 Feb 2020,Midday,722.5
5 Feb 2020,Closing,725
5 Feb 2020,Midday,705
4 Feb 2020,Closing,692.5
4 Feb 2020,Midday,690
3 Feb 2020,Closing,682.5
3 Feb 2020,Midday,687.5
31 Jan 2020,Closing,685
31 Jan 2020,Midday,690
30 Jan 2020,Closing,702.5
30 Jan 2020,Midday,707.5
29 Jan 2020,Closing,715
29 Jan 2020,Midday,720
28 Jan 2020,Closing,692.5
28 Jan 2020,Closing,692.5
28 Jan 2020,Midday,712.5
24 Jan 2020,Midday,755
27 Jan 2020,YEAR,755
23 Jan 2020,Closing,767.5
23 Jan 2020,Midday,772.5
22 Jan 2020,Closing,775
22 Jan 2020,Midday,755
21 Jan 2020,Closing,757.5
21 Jan 2020,Midday,752.5
20 Jan 2020,Closing,767.5
20 Jan 2020,Midday,765
17 Jan 2020,Closing,762.5
17 Jan 2020,Midday,767.5
16 Jan 2020,Closing,+2.24
16 Jan 2020,Midday,767.5
15 Jan 2020,Closing,772.5
15 Jan 2020,Midday,777.5
14 Jan 2020,Closing,780
14 Jan 2020,Midday,790
13 Jan 2020,Closing,797.5
13 Jan 2020,Midday,+21.55
11 Jan 2020,Closing,+21.55
11 Jan 2020,Closing,+21.55
11 Jan 2020,Midday,792.5
10 Jan 2020,Midday,790
9 Jan 2020,Closing,780
9 Jan 2020,Midday,785
8 Jan 2020,Closing,787.5
8 Jan 2020,Midday,787.5
7 Jan 2020,Closing,785
7 Jan 2020,Midday,790
3 Jan 2020,Closing,790
3 Jan 2020,Midday,790
2 Jan 2020,Closing,790
2 Jan 2020,Midday,782.5
31 Dec 2019,Closing,780
31 Dec 2019,Midday,782.5
30 Dec 2019,Closing,780
30 Dec 2019,Midday,765
27 Dec 2019,Closing,765
27 Dec 2019,Midday,757.5
26 Dec 2019,Closing,757.5
26 Dec 2019,Midday,735
23 Dec 2019,Closing,725
23 Dec 2019,Midday,725
20 Dec 2019,Midday,725
19 Dec 2019,Midday,717.5
18 Dec 2019,Midday,722.5
18 Dec 2019,Closing,717.5
17 Dec 2019,Closing,"
"
17 Dec 2019,Midday,"
"
16 Dec 2019,Closing,"
"
16 Dec 2019,Midday,717.5
13 Dec 2019,Closing,710
13 Dec 2019,Midday,725
12 Dec 2019,Closing,722.5
11 Dec 2019,Closing,-11.38
11 Dec 2019,Midday,-11.38
10 Dec 2019,Closing,-11.38
10 Dec 2019,Closing,-11.38
10 Dec 2019,Midday,720
9 Dec 2019,Closing,715
9 Dec 2019,Midday,717.5
6 Dec 2019,Closing,700
6 Dec 2019,Midday,687.5
5 Dec 2019,Closing,680
5 Dec 2019,Midday,675
4 Dec 2019,Closing,667.5
4 Dec 2019,Midday,665
3 Dec 2019,Closing,662.5
3 Dec 2019,Midday,655
2 Dec 2019,Closing,655
2 Dec 2019,Closing,652.5
29 Nov 2019,Closing,660
29 Nov 2019,Midday,662.5
28 Nov 2019,Midday,647.5
27 Nov 2019,Closing,657.5
27 Nov 2019,Midday,650
26 Nov 2019,Closing,647.5
26 Nov 2019,Midday,645
25 Nov 2019,Closing,655
25 Nov 2019,Midday,657.5
22 Nov 2019,Closing,655
22 Nov 2019,Midday,650
22 Nov 2019,Midday,650
21 Nov 2019,Midday,650
21 Nov 2019,Midday,+3.28
20 Nov 2019,Closing,+3.28
20 Nov 2019,Midday,650
19 Nov 2019,Closing,637.5
19 Nov 2019,Midday,640
18 Nov 2019,Closing,637.5
18 Nov 2019,Midday,640
15 Nov 2019,Closing,+2.76
15 Nov 2019,Midday,+2.76
14 Nov 2019,Closing,637.5
14 Nov 2019,Midday,635
13 Nov 2019,Closing,637.5
13 Nov 2019,Midday,642.5
12 Nov 2019,Closing,637.5
12 Nov 2019,Midday,640
11 Nov 2019,Closing,640
11 Nov 2019,Closing,640
11 Nov 2019,Midday,632.5
8 Nov 2019,Closing,627.5
8 Nov 2019,Midday,620
7 Nov 2019,Closing,620
7 Nov 2019,Midday,620
6 Nov 2019,Closing,620
6 Nov 2019,Midday,610
5 Nov 2019,Closing,605
5 Nov 2019,Midday,612.5
4 Nov 2019,Closing,607.5
4 Nov 2019,Midday,595
1 Nov 2019,Closing,587.5
1 Nov 2019,Midday,592.5
31 Oct 2019,Closing,592.5
31 Oct 2019,Midday,592.5
30 Oct 2019,Midday,592.5
29 October 2019,Closing,592.5
29 October 2019,Midday,592.5
24 September 2019,Closing,522.5
24 September 2019,Midday,525
23 September 2019,Closing,530
23 September 2019,Midday,535
20 September 2019,Closing,537.5
20 September 2019,Midday,537.5
19 September 2019,Closing,540
19 September 2019,Midday,540
18 September 2019,Closing,"
"
18 September 2019,Midday,545
17 September 2019,Closing,550
17 September 2019,Midday,550
17 September 2019,Midday,550
13 September 2019,Closing,537.5
13 September 2019,Midday,537.5
12 September 2019,Closing,540
12 September 2019,Midday,542.5
11 September 2019,Closing,540
11 September 2019,Midday,545
11 September 2019,Midday,545
10 September 2019,Closing,545
10 September 2019,Midday,540
10 September 2019,Midday,540
6 September 2019,Midday,537.5
5 September 2019,Closing,537.5
5 September 2019,Midday,537.5
4 September 2019,Midday,540
3 September 2019,Midday,540
3 September 2019,Closing,535
30 August 2019,Closing,542.5
30 August 2019,Midday,545
29 August 2019,Closing,542.5
29 August 2019,Midday,550
28 August 2019,Closing,547.5
28 August 2019,Midday,550
27 August 2019,Closing,545
27 August 2019,Midday,550
26 August 2019,Closing,557.5
26 August 2019,Midday,562.5
23 August 2019,Closing,552.5
23 August 2019,Midday,550
22 August 2019,Closing,560
22 August 2019,Midday,+6.19
21 August 2019,Midday,545
20 August 2019,Closing,545
20 August 2019,Midday,540
19 August 2019,Closing,540
19 August 2019,Midday,547.5
16 August 2019,Closing,545
16 August 2019,Midday,547.5
15 August 2019,Closing,547.5
15 August 2019,Midday,550
14 August 2019,Closing,555
14 August 2019,Midday,550
13 August 2019,Closing,550
13 August 2019,Midday,550
13 August 2019,Midday,550
9 August 2019,Closing,545
9 August 2019,Closing,540
8 August 2019,Closing,535
8 August 2019,Midday,527.5
7 August 2019,Midday,525
6 August 2019,Closing,525
6 August 2019,Midday,522.5
5 August 2019,Closing,525
5 August 2019,Midday,525
2 August 2019,Closing,522.5
2 August 2019,Midday,520
1 August 2019,Closing,522.5
1 August 2019,Midday,522.5
31 July 2019,Closing,+4.82
31 July 2019,Midday,520
29 July 2019,Closing,522.5
29 July 2019,Midday,520
26 July 2019,Midday,517.5
25 July 2019,Closing,515
25 July 2019,Midday,510
24 July 2019,Closing,507.5
24 July 2019,Midday,507.5
23 July 2019,Closing,502.5
23 July 2019,Midday,500
22 July 2019,Closing,497.5
22 July 2019,Midday,497.5
19 July 2019,Closing,497.5
19 July 2019,Midday,497.5
18 July 2019,Closing,497.5
18 July 2019,Midday,497.5
17 July 2019,Closing,500
17 July 2019,Midday,497
16 July 2019,Closing,497
16 July 2019,Midday,500
15 July 2019,Closing,497.5
15 July 2019,Midday,500
12 July 2019,Midday,-2.91
11 July 2019,Closing,-2.91
11 July 2019,Midday,490
10 July 2019,Closing,490
10 July 2019,Closing,490
10 July 2019,Midday,492.5
9 July 2019,Closing,492.5
9 July 2019,Midday,495
8 July 2019,Closing,495
8 July 2019,Midday,492.5
5 July 2019,Closing,495
5 July 2019,Midday,495
4 July 2019,Closing,492.5
4 July 2019,Midday,495
3 July 2019,Midday,495
2 July 2019,Closing,497.5
2 July 2019,Midday,497.5
1 July 2019,Closing,502.5
1 July 2019,Midday,502.5
28 June 2019,Midday,497.5
27 June 2019,Closing,502.5
27 June 2019,Midday,502.5
26 June 2019,Closing,497.5
26 June 2019,Midday,500
25 June 2019,Closing,-15.34
25 June 2019,Midday,505
24 June 2019,Closing,505
24 June 2019,Midday,507.5
21 June 2019,Midday,510
20 June 2019,Closing,510
20 June 2019,Midday,515
19 June 2019,Closing,515
19 June 2019,Midday,507.5
18 June 2019,Closing,512.5
18 June 2019,Midday,510
17 June 2019,Closing,"-15,27"
17 June 2019,Midday,510
14 June 2019,Closing,510
14 June 2019,Midday,510
13 June 2019,Closing,515
13 June 2019,Midday,507.5
12 June 2019,Closing,510
12 June 2019,Closing,510
12 June 2019,Midday,512.5
11 June 2019,Closing,-32.58
11 June 2019,Midday,510
10 June 2019,Closing,510
10 June 2019,Midday,512.5
7 June 2019,Closing,515
7 June 2019,Midday,527.5
3 June 2019,Closing,517.5
3 June 2019,Midday,520
31 May 2019,Closing,+6.53
31 May 2019,Midday,522.5
30 May 2019,Closing,520
30 May 2019,Midday,522.5
29 May 2019,Closing,525
29 May 2019,Midday,520
28 May 2019,Closing,517.5
28 May 2019,Midday,512.5
27 May 2019,Closing,+8.53
27 May 2019,Midday,512.5
24 May 2019,Closing,508
24 May 2019,Midday,505
23 May 2019,Closing,505
23 May 2019,Midday,507.5
23 May 2019,Midday,507.5
21 May 2019,Closing,+5.60
21 May 2019,Midday,+5.60
17 May 2019,Closing,525
17 May 2019,Midday,522.5
16 May 2019,Midday,522.5
16 May 2019,Midday,520
15 May 2019,Closing,+3.99
15 May 2019,Midday,515
14 May 2019,Closing,507.5
14 May 2019,Midday,505
13 May 2019,Closing,502.5
13 May 2019,Midday,505
10 May 2019,Closing,505
10 May 2019,Closing,505
10 May 2019,Midday,510
9 May 2019,Closing,510
9 May 2019,Midday,507.5
8 May 2019,Closing,515
8 May 2019,Midday,517.5
7 May 2019,Closing,512.5
7 May 2019,Midday,505
6 May 2019,Closing,505
6 May 2019,Midday,510
3 May 2019,Closing,510
3 May 2019,Midday,515
2 May 2019,Closing,515
2 May 2019,Midday,520
30 Apr 2019,Closing,525
30 Apr 2019,Midday,525
29 Apr 2019,Closing,527.5
29 Apr 2019,Midday,527.5
26 Apr 2019,Closing,527.5
26 Apr 2019,Midday,530
25 Apr 2019,Midday,535
24 Apr 2019,Closing,535
24 Apr 2019,Midday,530
23 Apr 2019,Closing,537.5
23 Apr 2019,Midday,537.5
22 Apr 2019,Closing,+1.54
22 Apr 2019,Midday,540
19 Apr 2019,Closing,545
19 Apr 2019,Midday,545
18 Apr 2019,Closing,542.5
18 Apr 2019,Midday,542.5
17 Apr 2019,Closing,542.5
17 Apr 2019,Midday,545
16 Apr 2019,Closing,+6.70
16 Apr 2019,Midday,+6.70
15 Apr 2019,Closing,+6.70
15 Apr 2019,Midday,542.5
12 Apr 2019,Closing,545
12 Apr 2019,Midday,545
11 Apr 2019,Closing,547.5
11 Apr 2019,Midday,547.5
10 Apr 2019,Closing,547.5
10 Apr 2019,Midday,552.5
10 Apr 2019,Midday,552.5
9 Apr 2019,Closing,555
9 Apr 2019,Midday,555
8 Apr 2019,Closing,555
8 Apr 2019,Midday,552.5
5 Apr 2019,Closing,550
5 Apr 2019,Midday,547.5
4 Apr 2019,Closing,547.5
4 Apr 2019,Midday,542.5
3 Apr 2019,Closing,537.5
3 Apr 2019,Midday,535
2 Apr 2019,Closing,532.5
2 Apr 2019,Midday,530
1 Apr 2019,Closing,525
1 Apr 2019,Midday,522.5
29 Mar Jan 2019,Closing,525
29 Mar Jan 2019,Midday,522.5
28 Mar Jan 2019,Closing,525
28 Mar Jan 2019,Midday,527.5
27 Mar Jan 2019,Midday,527.5
27 Mar Jan 2019,Midday,525
26 Mar Jan 2019,Closing,525
26 Mar Jan 2019,Midday,525
25 Mar Jan 2019,Midday,530
22 Mar Jan 2019,Closing,532.5
22 Mar Jan 2019,Midday,530
21 Mar Jan 2019,Midday,532.5
20 Mar Jan 2019,Closing,+0.80
20 Mar Jan 2019,Midday,522.5
19 Mar Jan 2019,Midday,520
18 Mar Jan 2019,Closing,517.5
18 Mar Jan 2019,Midday,520
15 Mar Jan 2019,Closing,520
15 Mar Jan 2019,Midday,517.5
14 Mar Jan 2019,Closing,520
14 Mar Jan 2019,Midday,520
13 Mar Jan 2019,Closing,525
13 Mar Jan 2019,Midday,525
12 Mar Jan 2019,Closing,530
12 Mar Jan 2019,Midday,532.5
11 Mar Jan 2019,Closing,530
11 Mar Jan 2019,Closing,530
11 Mar Jan 2019,Midday,530
7 Mar Jan 2019,Closing,530
7 Mar Jan 2019,Midday,535
6 Mar Jan 2019,Closing,537.5
6 Mar Jan 2019,Closing,537.5
6 Mar Jan 2019,Midday,535
5 Mar Jan 2019,Midday,535
5 Mar Jan 2019,Midday,535
4 Mar Jan 2019,Closing,542.5
4 Mar Jan 2019,Midday,545
1 Mar Jan 2019,Closing,540
1 Mar Jan 2019,Midday,535
28 Feb Jan 2019,Closing,532.5
28 Feb Jan 2019,Midday,530
27 Feb Jan 2019,Closing,530
27 Feb Jan 2019,Midday,537.5
26 Feb Jan 2019,Closing,537.5
26 Feb Jan 2019,Midday,540
25 Feb Jan 2019,Closing,545
25 Feb Jan 2019,Midday,550
22 Feb Jan 2019,Midday,555
21 Feb Jan 2019,Closing,557.5
21 Feb Jan 2019,Midday,555
20 Feb Jan 2019,Closing,-4.60
20 Feb Jan 2019,Midday,562.5
19 Feb Jan 2019,Closing,562.5
19 Feb Jan 2019,Midday,572.5
18 Feb Jan 2019,Closing,567.5
18 Feb Jan 2019,Midday,562.5
15 Feb Jan 2019,Closing,562.5
15 Feb Jan 2019,Midday,"+78,559"
14 Feb Jan 2019,Closing,570
14 Feb Jan 2019,Midday,565
13 Feb Jan 2019,Closing,565
13 Feb Jan 2019,Midday,567.5
12 Feb Jan 2019,Closing,565
12 Feb Jan 2019,Midday,567.5
11 Feb Jan 2019,Midday,572.5
11 Feb Jan 2019,Midday,572.5
8 Feb Jan 2019,Midday,572.5
7 Feb Jan 2019,Closing,580
7 Feb Jan 2019,Midday,580
4 Feb Jan 2019,Midday,570
31st Jan 2019,Closing,567.5
31st Jan 2019,Midday,567.5
30th Jan 2019,Closing,570
30th Jan 2019,Midday,562.5
29th Jan 2019,Closing,562.5
29th Jan 2019,Midday,565
28th Jan 2019,Closing,567.5
28th Jan 2019,Midday,565
24th Jan 2019,Closing,555
16th Jan 2019,Midday,535
15th Jan 2019,Closing,+7.88
15th Jan 2019,Midday,530
14th Jan 2019,Closing,530
14th Jan 2019,Midday,535
10th Jan 2019,Closing,532.5
10th Jan 2019,Midday,535
10th Jan 2019,Midday,535
9th Jan 2019,Closing,530
9th Jan 2019,Midday,530
8th Jan 2019,Closing,525
8th Jan 2019,Midday,525
7th Jan 2019,Closing,520
7th Jan 2019,Midday,530
4th Jan 2019,Closing,525
4th Jan 2019,Midday,520
3rd Jan 2019,Closing,520
3rd Jan 2019,Midday,517.5
2nd Jan 2019,Closing,517.5
2nd Jan 2019,Midday,510
31st Dec 2018,Closing,500
31st Dec 2018,Midday,510
28th Dec 2018,Closing,505
28th Dec 2018,Midday,505
27th Dec 2018,Closing,+0.35
27th Dec 2018,Midday,+0.35
26th Dec 2018,Closing,500
26th Dec 2018,Midday,505
24th Dec 2018,Closing,505
24th Dec 2018,Midday,505
21st Dec 2018,Midday,507.5
20th Dec 2018,Closing,"+56,871"
20th Dec 2018,Midday,"+56,871"
19th Dec 2018,Closing,512.5
19th Dec 2018,Midday,512.5
18th Dec 2018,Closing,502.5
18th Dec 2018,Midday,490
17th Dec 2018,Closing,490
17th Dec 2018,Midday,4909
14th Dec 2018,Closing,490
14th Dec 2018,Midday,485
13th Dec 2018,Closing,490
13th Dec 2018,Midday,480
12th Dec 2018,Closing,482.5
12th Dec 2018,Midday,480
11th Dec 2018,Closing,480
11th Dec 2018,Midday,480
10th Dec 2018,Closing,482.5
10th Dec 2018,Midday,477.5
10th Dec 2018,Midday,477.5
7th Dec 2018,Closing,480
7th Dec 2018,Midday,477.5
6th Dec 2018,Closing,477.5
6th Dec 2018,Midday,472.5
5th Dec 2018,Closing,477.5
5th Dec 2018,Midday,470
4th Dec 2018,Closing,475
4th Dec 2018,Midday,475
3rd Dec 2018,Closing,480
3rd Dec 2018,Midday,485
30th Nov 2018,Closing,485
30th Nov 2018,Midday,485
29th Nov 2018,Closing,485
29th Nov 2018,Midday,480
28th Nov 2018,Closing,475
28th Nov 2018,Midday,475
27th Nov 2018,Closing,475
27th Nov 2018,Midday,480
26th Nov 2018,Closing,480
26th Nov 2018,Midday,482.5
23rd Nov 2018,Closing,485
23rd Nov 2018,Midday,485
22nd Nov 2018,Closing,482.5
22nd Nov 2018,Midday,472.5
21st Nov 2018,Closing,470
21st Nov 2018,Midday,465
19th Nov 2018,Closing,467.5
19th November 2018,Midday,475
16th November 2018,Closing,470
16th November 2018,Midday,477.5
15th November 2018,Closing,480
15th November 2018,Midday,480
14th November 2018,Closing,480
14th November 2018,Midday,480
13th November 2018,Closing,480
13th November 2018,Midday,495
12th November 2018,Closing,497.5
12th November 2018,Closing,497.5
12th November 2018,Midday,497.5
9th November 2018,Midday,500
9th November 2018,Midday,502.5
8th November 2018,Closing,512.5
8th November 2018,Midday,512.5
7th November 2018,Closing,515
7th November 2018,Midday,517.5
5th November 2018,Closing,525
5th November 2018,Midday,525
2nd November 2018,Closing,527.5
2nd November 2018,Closing,527.5
2nd November 2018,Closing,527.5
2nd November 2018,Midday,525
1st November 2018,Closing,525
1st November 2018,Midday,527.5
31st October 2018,Closing,525
31st October 2018,Midday,530
30th October 2018,Closing,525
30th October 2018,Midday,527.5
29th October 2018,Closing,530
29th October 2018,Midday,527.5
26th October 2018,Closing,520
26th October 2018,midday,525
24th October 2018,Closing,522.5
24th October 2018,Midday,530
23rd October 2018,Closing,540
23rd October 2018,Midday,542.5
22nd October 2018,Closing,545
22nd October 2018,Midday,540
19th October 2018,Closing,540
19th October 2018,Midday,542.5
17th October 2018,Midday,550
16th October 2018,Closing,550
16th October 2018,Midday,550
15th October 2018,Closing,550
15th October 2018,Midday,555
12th October 2018,Closing,547.5
12th October 2018,Midday,547.5
11th October 2018,Closing,547.5
11th October 2018,Midday,545
10th October 2018,Closing,550
10th October 2018,Midday,552.5
1st October 2018,Closing,550
1st October 2018,Midday,550
28th September 2018,Closing,550
28th September 2018,Midday,550
27th September 2018,Closing,542.5
27th September 2018,Midday,542.5
26th September 2018,Closing,542.5
26th September 2018,Midday,542.5
25th September 2018,Closing,547.5
25th September 2018,Midday,542.5
24th September 2018,Closing,542.5
24th September 2018,Midday,540
21st September 2018,Midday,537.5
20th September 2018,Closing,540
20th September 2018,Midday,545
19th September 2018,Closing,545
19th September 2018,Midday,547.5
18th September 2018,Closing,"403,862"
18th September 2018,Midday,557.5
14th September 2018,Closing,565
5th September 2018,Midday,572.5
4th Sep 2018,Midday,572.5
3rd Sep 2018,Closing,"1,049,970"
3rd Sep 2018,Midday,565
30th August 2018,Closing,567.5
30th August 2018,Midday,565
29th August 2018,Closing,565
29th August 2018,Midday,570
27th August 2018,Closing,562.5
27th August 2018,Closing,555
27th August 2018,Midday,557.5
24th August 2018,Closing,557.5
24th August 2018,Midday,560
23rd August 2018,Closing,555
23rd August 2018,Midday,560
21st August 2018,Midday,565
20th August 2018,Closing,"692,334"
20th August 2018,Midday,562.5
17th August 2018,Midday,557.5
16th August 2018,Closing,557.5
16th August 2018,Midday,560
15th August 2018,Closing,"454,524"
15th August 2018,Midday,562.5
14th August 2018,Closing,562.5
13th August 2018,Closing,562.5
13th August 2018,Midday,562.5
10th August 2018,Midday,"257,096"
10th August 2018,Midday,"257,096"
10th August 2018,Midday, 
9th August 2018,Closing,570
9th August 2018,Midday,570
8th August 2018,Closing,570
8th August 2018,Midday,565
7th August 2018,Closing,567.5
7th August 2018,Midday,562.5
6th August 2018,Closing, 
6th Aug 2018,Midday, 
3rd Aug 2018,Closing,562.5
3rd August 2018,Midday,555
2nd August 2018,Midday,560
1st August 2018,Closing,560
1st August 2018,Midday,555
31st July 2018,Closing,555
31st July 2018,Midday,552.5
30th July 2018,Closing,555
30th July 2018,Midday,555
27th July 2018,Closing,562.5
27th July 2018,Midday,552.5
26th July 2018,Closing,557.5
26th July 2018,Midday,550
25th July 2018,Closing,"862,215"
25th July 2018,Midday,550
24th July 2018,Closing,547.5
24th July 2018,Midday,547.5
23rd July 2018,Closing,552.5
23rd July 2018,Midday,560
20th July 2018,Closing,562.5
20th July 2018,Midday,557.5
19th July 2018,Closing,557.5
19th July 2018,Midday,560
18th July 2018,Closing,570
18th July 2018,Midday,562.5
17th July 2018,Closing,560
17th July 2018,Midday,562.5
16th July 2018,Closing,560
16th July 2018,Midday,562.5
13th July 2018,Closing,560
13th July 2018,Midday,567.5
12th July 2018,Closing,570
12th July 2018,Midday,572.5
11th July 2018,Midday,577.5
10th July 2018,Closing, 
10th July 2018,Closing, 
10th July 2018,Midday, 
9th July 2018,Closing,587.5
9th July 2018,Midday, 
6th July 2018,Closing, 
6th July 2018,Midday,587.5
5th July 2018,Closing,587.5
5th July 2018,Midday, 
27th June 2018,Midday,590
26th June 2018,Closing,590
26th June 2018,Midday,"1,003,696"
25th June 2018,Closing,592.5
25th June 2018,Midday,590
22nd June 2018,Midday,587.5
21st June 2018,Closing,592.5
21st June 2018,Midday,592.5
20th June 2018,Closing,592.5
20th June 2018,Midday,592.5
19th June 2018,Closing,592.5
19th June 2018,Midday,595
18th June 2018,Closing,"550,961"
18th June 2018,Midday,605
13th June 2018,Closing,605
13th June 2018,Midday,607.5
12th June 2018,Closing,607.5
12th June 2018,Midday,617.5
11th June 2018,Midday,620
11th June 2018,Midday,620
8th June 2018,Closing,617.5
8th June 2018,Midday,625
7th June 2018,Closing,627.5
7th June 2018,Midday,630
5th June 2018,Closing,630
5th June 2018,Midday,630
4th June 2018,Closing,635
4th June 2018,Midday,635
1st June 2018,Closing,635
1st June 2018,Midday,635
31st May 2018,Closing,635
31st May 2018,Midday,635
30th May 2018,Closing,635
30th May 2018,Midday,630
28th May 2018,Closing,630
28th May 2018,Midday,635
25th May 2018,Closing,640
25th May 2018,Midday,642.5
24th May 2018,Closing,650
24th May 2018,Midday,647.5
