date,updated_at,price
23rd May 2018,Closing,645
23rd May 2018,Midday,642.5
22nd May 2018,Closing,650
22nd May 2018,Midday,647.5
21st May 2018,Closing,642.5
21st May 2018,Midday,"
"
18th May 2018,Closing,647.5
18th May 2018,Midday,647.5
17th May 2018,Closing,642.5
17th May 2018,Midday,640
16th May 2018,Closing,640
16th May 2018,Midday,640
15th May 2018,Closing,642.5
15th May 2018,Midday,640
14th May 2018,Closing,640
14th May 2018,Midday,637.5
14th May 2018,Midday,637.5
14th May 2018,Midday,637.5
8th May 2018,Closing,635
8th May 2018,Midday,632.5
7th May 2018,Closing,632.5
7th May 2018,Midday,632.5
4th May 2018,Midday,627.5
3rd May 2018,Closing,625
3rd May 2018,Midday,632.5
2nd May 2018,Closing,635
2nd May 2018,Midday,637.5
30th April 2018,Closing,635
30th April 2018,Midday,637.5
27th April 2018,Closing,640
27th April 2018,Midday,642.5
26th April 2018,Closing,640
26th April 2018,Midday,642.5
25th April 2018,Closing,"1,190,261"
25th April 2018,Midday,642.5
24th April 2018,Midday,642.5
24th April 2018,Midday,645
23rd April 2018,Closing,647.5
23rd April 2018,Midday,645
20th April 2018,Midday,647.5
19th April 2018,Closing,647.5
19th April 2018,Midday,645
18th April 2018,Closing,647.5
18th April 2018,Midday,645
17th April 2018,Closing,650
17th April 2018,Midday,640
16th April 2018,Closing,642.5
16th April 2018,Midday,650
13th April 2018,Closing,647.5
13th April 2018,Midday,657.5
12th April 2018,Closing,655
12th April 2018,Midday,655
11th April 2018,Closing,660
11th April 2018,Midday,657.5
10th April 2018,Midday,660
10th April 2018,Midday,665
10th April 2018,Midday,665
9th April 2018,Closing,665
9th April 2018,Midday,667.5
6th April 2018,Closing,670
6th April 2018,Midday,665
5th April 2018,Closing,665
5th April 2018,Midday,665
4th April 2018,Closing,660
4th April 2018,Midday,660
3rd April 2018,Closing,662.5
3rd April 2018,Midday,662.5
2nd April 2018,Closing,"1,167,908"
2nd April 2018,Midday,660
30th March 2018,Closing,657.5
30th March 2018,Midday,657.5
29th March 2018,Closing,652.5
29th March 2018,Midday,655
28th March 2018,Closing,655
28th March 2018,Midday,655
27th March 2018,Closing,655
27th March 2018,Midday,652.5
26th March 2018,Closing,"1,076,563"
26th March 2018,Midday,652.5
23rd March 2018,Closing,652.5
23rd March 2018,Midday,652.5
22nd March 2018,Closing,657.5
22nd March 2018,Midday,655
21st March 2018,Closing,655
21st March 2018,Midday,650
20th March 2018,Midday,"815,183"
20th March 2018,Midday,650
19th March 2018,Closing,655
19th March 2018,Midday,650
16th March 2018,Closing,650
16th March 2018,Midday,660
15th March 2018,Closing,"635,298"
15th March 2018,Midday,657.5
14th March 2018,Midday,657.5
13th March 2018,Closing,652.5
13th March 2018,Midday,647.5
12th March 2018,Closing,"421,179"
12th March 2018,Closing,"421,179"
12th March 2018,Midday,647.5
9th March 2018,Closing,642.5
9th March 2018,Midday,645
8th,Closing,652.5
8th,Midday,657.5
7th,Midday,667.5
6th,Closing,670
6th,Midday,667.5
5th,Midday,662.5
2nd March 2018,Closing,665
2nd March 2018,Midday,667.5
1st March 2018,Midday,680
28th Feb 2018,Closing,677.5
28th Feb 2018,Midday,675
27th Feb 2018,Closing,675
27th Feb 2018,Midday,677.5
26th Feb 2018,Closing,677.5
26th Feb 2018,Midday,675
23rd Feb 2018,Midday,672.5
23rd Feb 2018,Midday,672.5
22nd Feb 2018,Midday,665
21st Feb 2018,Closing,667.5
21st Feb 2018,Midday,667.5
20th Feb 2018,Closing,665
20th Feb 2018,Midday,670
19 Feb 2018,Closing,670
19 Feb 2018,Midday,665
14 Feb 2018,Closing,655
14 Feb 2018,Midday,655
13 Feb 2018,Midday,657.5
12 Feb 2018,Closing,660
12 Feb 2018,Closing,660
12 Feb 2018,Midday,655
9 Feb 2018,Midday,650
8 Feb 2018,Closing,652.5
8 Feb 2018,Midday,647.5
7 Feb 2018,Midday,652.5
6 Feb 2018,Closing,650
6 Feb 2018,Midday,650
5 Feb 2018,Closing,652.5
5 Feb 2018,Midday,650
2 Feb 2018,Closing,652.5
2 Feb 2018,Midday,652.5
30 Jan 2018,Closing,655
30 Jan 2018,Midday,657.5
29 Jan 2018,Closing,660
29 Jan 2018,Midday,662.5
26 Jan 2018,Closing,660
26 Jan 2018,Midday,657.5
25 Jan 2018,Closing,655
25 Jan 2018,Midday,660
24 Jan 2018,Closing,660
24 Jan 2018,Midday,657.5
23 Jan 2018,Closing,652.5
23 Jan 2018,Midday,652.5
23 Jan 2018,Midday,652.5
22 Jan 2018,Closing,655
22 Jan 2018,Midday,652.5
19 Jan 2018,Midday,650
18 Jan 2018,Midday,655
18 Jan 2018,Midday,655
17 Jan 2018,Midday,652.5
17 Jan 2018,Midday,652.5
16 Jan 2018,Closing,660
16 Jan 2018,Midday,660
15 Jan 2018,Closing,"581,254"
15 Jan 2018,Midday,657.5
12 Jan 2018,Closing,655
12 Jan 2018,Midday,657.5
11 Jan 2018,Closing,660
11 Jan 2018,Midday,662.5
10 Jan 2018,Closing,"339,289"
3 Jan 2018,Midday,660
3 Jan 2018,Midday,657.5
2 Jan 2018,Closing,"1,311,012"
2 Jan 2018,Midday,647.5
29 Dec 2017,Midday,635
29 Dec 2017,Midday,640
28 Dec 2017,Closing,642.5
28 Dec 2017,Midday,642.5
27 Dec 2017,Closing,645
27 Dec 2017,Midday,640
26 Dec 2017,Closing,635
26 Dec 2017,Midday,630
22 Dec 2017,Closing,625
22 Dec 2017,Midday,622.5
21 Dec 2017,Closing,625
21 Dec 2017,Midday,632.5
20 Dec 2017,Closing,640
20 Dec 2017,Midday,642.5
19 Dec 2017,Closing,640
19 Dec 2017,Midday,635
18 Dec 2017,Midday,627.5
18 Dec 2017,Midday,627.5
15 Dec 2017,Closing,"650,962"
15 Dec 2017,Midday,617.5
14 Dec 2017,Closing,615
14 Dec 2017,Midday,615
13 Dec 2017,Closing,"439,879"
13 Dec 2017,Midday,"439,879"
12 Dec 2017,Closing,625
12 Dec 2017,Closing,625
12 Dec 2017,Midday,630
12 Dec 2017,Midday,630
11 Dec 2017,Closing,632.5
11 Dec 2017,Midday,630
8 Dec 2017,Closing,632.5
8 Dec 2017,Midday,637.5
7 Dec 2017,Closing,637.5
7 Dec 2017,Midday,637.5
6 Dec 2017,Closing,647.5
5 Dec 2017,Closing,652.5
6 Dec 2017,Midday,652.5
4 Dec 2017,Closing,"1,416,664"
4 Dec 2017,Closing,"1,416,664"
4 Dec 2017,Midday,657.5
30 Nov 2017,Closing,652.5
30 Nov 2017,Midday,650
29 Nov 2017,Closing,645
29 Nov 2017,Midday,655
28 Nov 2017,Midday,655
28 Nov 2017,Midday,655
27 Nov 2017,Closing,652.5
27 Nov 2017,Closing,652.5
27 Dec 2017,Midday,650
24 Nov 2017,Closing, 662.5
24 Nov 2017,Midday,662.5
23 Nov 2017,Midday,665
22 Nov 2017,Midday,667.5
22 Nov 2017,Midday,665
21 Nov 2017,Midday,660
21 Nov 2017,Closing,662.5
20 Nov 2017,Closing,"967,707"
20 Nov 2017,Midday,660
17 Nov 2017,Midday,677.5
17 Nov 2017,Midday,677.5
16 Nov 2017,Closing,675
16 Nov 2017,Midday,677.5
15 Nov 2017,Closing,"709,322"
15 Nov 2017,Closing,"709,322"
15 Nov 2017,Closing,"709,322"
15 Nov 2017,Midday,672.5
14 Nov 2017,Closing,677.5
14 Nov 2017,Midday,682.5
13 Nov 2017,Midday,687.5
13 Nov 2017,Midday,687.5
10 Nov 2017,Midday,692.5
10 Nov 2017,Midday,690
10 Nov 2017,Midday,690
9 Nov 2017,Midday,692.5
9 Nov 2017,Midday,695
8 Nov 2017,Midday,692.5
8 Nov 2017,Midday,687.5
7 Nov 2017,Closing,685
7 Nov 2017,Midday,687.5
6 Nov 2017,Midday,687.5
3 Nov 2017,Closing,690
3 Nov 2017,Closing,690
3 Nov 2017,Closing,690
3 Nov 2017,Midday,692.5
2 Nov 2017,Closing,695
2 Nov 2017,Midday,700
1 Nov 2017,Closing,700
1 Nov 2017,Closing,700
1 Nov 2017,Midday,700
31 Oct 2017,Closing,"1,384,665"
31 Oct 2017,Midday,697.5
30 Oct 2017,Closing,700
30 Oct 2017,Midday,700
26 Oct 2017,Midday,692.5
26 Oct 2017,Closing,692.5
26 Oct 2017,Midday,695
25 Oct 2017,Closing,"1,105,555"
25 Oct 2017,Midday,692.5
24 Oct 2017,Closing,690
24 Oct 2017,Midday,692.5
24 Oct 2017,Midday,692.5
23 Oct 2017,Midday,"878,422"
23 Oct 2017,Midday,685
20 Oct 2017,Closing,680
20 Oct 2017,Midday,680
19 Oct 2017,Closing,677.5
19 Oct 2017,Midday,677.5
18 Oct 2017,TODAY,677.5
17 Oct 2017,Closing,682.5
17 Oct 2017,Midday,685
16 Oct 2017,Closing,"652,350"
16 Oct 2017,Closing,"652,350"
16 Oct 2017,Midday,685
13 Oct 2017,Closing,682.5
13 Oct 2017,Midday,680
12 Oct 2017,Closing,680
12 Oct 2017,Midday,680
12 Oct 2017,Midday,680
11 Oct 2017,Midday,"396,672"
11 Oct 2017,Midday,682.5
10 Oct 2017,Closing,680
10 Oct 2017,Closing,680
10 Oct 2017,Midday,687.5
9 Oct 2017,Closing,690
9 Oct 2017,Midday,692.5
6 Oct 2017,Closing,687.5
6 Oct 2017,Midday,687.5
5 Oct 2017,Closing,687.5
5 Oct 2017,Midday,690
4 Oct 2017,Closing,685
4 Oct 2017,Midday,682.5
3 Oct 2017,Closing,675
3 Oct 2017,Midday,672.5
2 Oct 2017,Closing,670
2 Oct 2017,Closing,670
2 Oct 2017,Midday,675
29 Sep 2017,Closing,680
29 Sep 2017,Midday,680
28 Sep 2017,Closing,680
28 Sep 2017,Midday,675
27 Sep 2017,Closing,685
27 Sep 2017,Midday,685
26 Sep 2017,Closing,687.5
26 Sep 2017,Closing,687.5
26 Sep 2017,Midday,680
25 Sep 2017,Midday,680
21 Sep 2017,Closing,690
21 Sep 2017,Midday,700
20 Sep 2017,Closing,"692,622"
20 Sep 2017,Midday,702.5
19 Sep 2017,Closing,702.5
19 Sep 2017,Midday,710
18 Sep 2017,Closing,710
18 Sep 2017,Closing,710
18 Sep 2017,Midday,720
18 Sep 2017,Midday,720
15 Sep 2017,Closing,"537,022"
15 Sep 2017,Closing,"537,022"
15 Sep 2017,Closing,"537,022"
15 Sep 2017,Midday,722.5
14 Sep 2017,Midday,727.5
13 Sep 2017,Closing,725
13 Sep 2017,Midday,717.5
12 Sep 2017,Closing,715
12 Sep 2017,Midday,707.5
12 Sep 2017,Midday,707.5
11 Sep 2017,Closing,"363,007"
11 Sep 2017,Closing,"363,007"
11 Sep 2017,Midday,700
8 Sep 2017,Closing,700
8 Sep 2017,Midday,697.5
8 Sep 2017,Midday,697.5
7 Sep 2017,Closing,695
7 Sep 2017,Midday,685
7 Sep 2017,Midday,685
6 Sep 2017,Closing,682.5
6 Sep 2017,Midday,682.5
5 Sep 2017,Closing,"1,260,143"
5 Sep 2017,Closing,"1,260,143"
5 Sep 2017,Closing,"1,260,143"
5 Sep 2017,Closing,"1,260,143"
5 Sep 2017,Midday,677.5
5 Sep 2017,Midday,677.5
5 Sep 2017,Midday,677.5
5 Sep 2017,Midday,677.5
30 Aug 2017,Midday,670
30 Aug 2017,Midday,670
29 Aug 2017,Closing,670
29 Aug 2017,Midday,670
28 Aug 2017,Closing,675
28 Aug 2017,Closing,675
28 Aug 2017,Midday,672.5
25 Aug 2017,Midday,"1,044,456"
25 Aug 2017,Midday,677.5
24 Aug 2017,Closing,677.5
24 Aug 2017,Midday,670
23 Aug 2017,Closing,667.5
23 Aug 2017,Midday,667.5
22 Aug 2017,Closing,667.5
22 Aug 2017,Closing,667.5
22 Aug 2017,Midday,670
21 Aug 2017,Closing,"817,961"
21 Aug 2017,Closing,"817,961"
21 Aug 2017,Midday,657.5
18 Aug 2017,Closing,655
18 Aug 2017,Midday,652.5
17 Aug 2017,Midday,645
16 Aug 2017,Closing,647.5
16 Aug 2017,Midday,642.5
15 Aug 2017,Closing,"615,671"
15 Aug 2017,Midday,647.5
14 Aug 2017,Closing,652.5
14 Aug 2017,Midday,652.5
11 Aug 2017,Closing,655
11 Aug 2017,Closing,655
11 Aug 2017,Closing,655
11 Aug 2017,Midday,645
10 Aug 2017,Closing,650
10 Aug 2017,Closing,650
10 Aug 2017,Midday,645
10 Aug 2017,Midday,645
9 Aug 2017,Midday,642.5
8 Aug 2017,Closing,642.5
8 Aug 2017,Midday,635
7 Aug 2017,Closing,632.5
7 Aug 2017,Closing,632.5
7 Aug 2017,Midday,637.5
4 Aug 2017,Closing,640
4 Aug 2017,Midday,637.5
3 Aug 2017,Closing,635
3 Aug 2017,Midday,642.5
2 Aug 2017,Closing,647.5
2 Aug 2017,Midday,640
1 Aug 2017,Closing,647.5
1 Aug 2017,Closing,647.5
1 Aug 2017,Closing,647.5
1 Aug 2017,Midday,652.5
31 Jul 2017,Closing,"1,210,359"
31 Jul 2017,Closing,"1,210,359"
31 Jul 2017,Midday,657.5
28 Jul 2017,Closing,650
28 Jul 2017,Midday,650
28 Jul 2017,Midday,650
27 Jul 2017,Closing,655
27 Jul 2017,Midday,650
26 Jul 2017,Closing,645
26 Jul 2017,Midday,637.5
25 Jul 2017,Closing,"996,291"
25 Jul 2017,Closing,"996,291"
25 Jul 2017,Midday,637.5
24 Jul 2017,Closing,627.5
24 Jul 2017,Midday,627.5
21 Jul 2017,Closing,632.5
20 Jul 2017,Midday,632.5
19 Jul 2017,Midday,627.5
18 Jul 2017,Closing,630
18 Jul 2017,Midday,635
17 Jul 2017,Closing,"523,505"
17 Jul 2017,Closing,"523,505"
17 Jul 2017,Midday,640
14 Jul 2017,Closing,650
14 Jul 2017,Midday,650
13 Jul 2017,Closing,655
13 Jul 2017,Midday,655
12 Jul 2017,Closing,657.5
12 Jul 2017,Midday,657.5
11 Jul 2017,Closing,660
11 Jul 2017,Closing,660
11 Jul 2017,Midday,660
10 Jul 2017,Closing,"367,165"
10 Jul 2017,Closing,"367,165"
10 Jul 2017,Closing,"367,165"
10 Jul 2017,Midday,655
7 Jul 2017,Closing,647.5
7 Jul 2017,Midday,650
7 Jul 2017,Midday,650
6 Jul 2017,Closing,650
5 Jul 2017,Closing,647.5
5 Jul 2017,Midday,640
4 Jul 2017,Closing,640
4 July 2017,Midday,635
3 July 2017,Closing,635
3 July 2017,Closing,635
3 Jul 2017,Midday,635
30 Jun 2017,Midday,630
29 Jun 2017,Closing,632.5
28 Jun 2017,Closing,625
28 Jun 2017,Closing,625
28 Jun 2017,Midday,630
23 Jun 2017,Closing,625
23 Jun 2017,Midday,625
22 Jun 2017,Closing,630
22 Jun 2017,Midday,627.5
21 Jun 2017,Closing,627.5
21 Jun 2017,Closing,627.5
21 Jun 2017,Midday,627.5
20 Jun 2017,Closing,"852,628"
20 Jun 2017,Midday,635
19 Jun 2017,Closing,635
19 Jun 2017,Closing,635
19 Jun 2017,Midday,647.5
19 Jun 2017,Midday,647.5
16 Jun 2017,Closing,642.5
15 Jun 2017,Closing,637.5
15 Jun 2017,Midday,632.5
14 Jun 2017,Closing,627.5
14 Jun 2017,Midday,625
14 Jun 2017,Midday,625
13 Jun 2017,Closing,"359,355"
13 Jun 2017,Closing,"359,355"
13 Jun 2017,Midday,657.5
12 Jun 2017,TODAY,657.5
9 Jun 2017,Closing,662.5
9 Jun 2017,Midday,662.5
8 Jun 2017,Closing,657.5
8 Jun 2017,Midday,660
7 Jun 2017,Closing,662.5
7 Jun 2017,Midday,670
6 Jun 2017,Closing,670
6 Jun 2017,Midday,675
5 Jun 2017,Midday,682.5
2 Jun 2017,Closing,675
2 Jun 2017,Midday,690
1 Jun 2017,Closing,682.5
1 Jun 2017,Midday,682.5
31 May 2017,Closing,682.5
31 May 2017,Midday,685
30 May 2017,Closing,682.5
30 May 2017,Midday,680
29 May 2017,Closing,685
29 May 2017,Midday,687.5
26 May 2017,Closing,690
26 May 2017,Midday,"891,725"
25 May 2017,Closing,695
25 May 2017,Midday,692.5
24 May 2017,Closing,690
24 May 2017,Midday,690
23 May 2017,Closing,695
23 May 2017,Midday,700
22 May 2017,Closing,"719,175"
22 May 2017,Midday,697.5
19 May 2017,Closing,685
19 May 2017,Midday,682.5
18 May 2017,Closing,682.5
18 May 2017,Midday,685
17 May 2017,Closing,682.5
17 May 2017,Midday,680
16 May 2017,Closing,677.5
16 May 2017,Midday,680
15 May 2017,Closing,"571,910"
15 May 2017,Midday,700
12 May 2017,Closing,692.5
12 May 2017,Midday,695
11 May 2017,Closing,"307,249"
11 May 2017,Midday,687.5
11 May 2017,Midday,687.5
9 May 2017,Closing,687.5
9 May 2016,Midday,680
8 May 2017,Closing,682.5
8 May 2017,Midday,682.5
5 May 2017,Closing,675
5 May 2017,Midday,667.5
4 May 2017,Closing,665
3 May 2017,Closing,660
3 May 2017,Midday,662.5
2 May 2017,Closing,"1,088,677"
2 May 2017,Midday,660
28 Apr 2017,Closing,655
28 Apr 2017,Midday,655
27 Apr 2017,Closing,652.5
27 Apr 2017,Midday,657.5
26 Apr 2017,Closing,652.5
26 Apr 2017,Midday,647.5
25 Apr 2017,Closing,"902,628"
25 Apr 2017,Midday,640
21 Apr 2017,Closing,647.5
21 Apr 2017,Midday,645
20 Apr 2017,Closing,642.5
20 Apr 2017,Midday,637.5
19 Apr 2017,Closing,630
19 Apr 2017,Midday,625
18 Apr 2017,Closing,632.5
18 Apr 2017,Midday,635
17 Apr 2017,Closing,632.5
17 Apr 2017,Midday,640
14 Apr 2017,Closing,635
14 Apr 2017,Midday,635
13 Apr 2017,Closing,635
13 Apr 2017,Midday,677.5
12 Apr 2017,Midday,670
11 Apr 2017,Midday,670
10 Apr 2017,Closing,"250,481"
10 Apr 2017,Closing,"250,481"
10 Apr 2017,Midday,680
7 Apr 2017,Closing,685
7 Apr 2017,Midday,680
6 Apr 2017,Closing,687.5
6 Apr 2017,Midday,682.5
5 Apr 2017,Closing,687.5
5 Apr 2017,Midday,682.5
4 Apr 2017,Closing,670
4 Apr 2017,Midday,672.5
3 Apr 2017,Closing,675
3 Apr 2017,Midday,675
31 Mar 2017,Closing,"1,018,605"
31 Mar 2017,Midday,677.5
30 Mar 2017,Closing,670
29 Mar 2017,Closing,690
29 Mar 2017,Closing,690
29 Mar 2017,Midday,687.5
28 Mar 2017,Closing,682.5
28 Mar 2017,Midday,685
27 Mar 2017,Closing,"916,444"
27 Mar 2017,Midday,677.5
24 Mar 2017,Closing,692.5
24 Mar 2017,Midday,695
23 Mar 2017,Closing,700
23 Mar 2017,Midday,705
22 Mar 2017,Closing,715
22 Mar 2017,Midday,707.5
21 Mar 2017,Closing,710
21 Mar 2017,Midday,700
20 Mar 2017,Closing,"745,564"
20 Mar 2017,Midday,702.5
17 Mar 2017,Closing,700
17 Mar 2017,Midday,700
16 Mar 2017,Closing,690
16 Mar 2017,Midday,677.5
15 Mar 2017,Closing,"501,748"
15 Mar 2017,Midday,665
14 Mar 2017,Closing,657.5
14 Mar 2017,Midday,650
13 Mar 2017,Closing,652.5
13 Mar 2017,Midday,712.5
10 Mar 2017,Closing,"337,282"
10 Mar 2017,Closing,"337,282"
10 Mar 2017,Midday,715
9 Mar 2017,Midday,712.5
8 Mar 2017,Closing,712.5
8 Mar 2017,Closing,712.5
8 Mar 2017,Closing,712.5
8 Mar 2017,Closing,712.5
8 Mar 2017,Midday,702.5
7 Mar 2017,Closing,705
7 Mar 2017,Midday,705
6 Mar 2017,Closing,707.5
6 Mar 2017,Midday,705
3 Mar 2017,Closing,700
3 Mar 2017,Midday,695
2 Mar 2017,Closing,700
2 Mar 2017,Midday,690
1 Mar 2017,Closing,690
1 Mar 2017,Midday,682.5
28 Feb 2017,Closing,"1,157,288"
28 Feb 2017,Midday,672.5
27 Feb 2017,Closing,"904,257"
27 Feb 2017,Midday,687.5
24 Feb 2017,Closing,690
24 Feb 2017,Midday,685
23 Feb 2017,Closing,690
23 Feb 2017,Midday,687.5
22 Feb 2017,Closing,695
22 Feb 2017,Midday,695
21 Feb 2017,Closing,690
21 Feb 2017,Midday,705
20 Feb 2017,Closing,"733,022"
20 Feb 2017,Midday,700
17 Feb 2017,Closing,695
17 Feb 2017,Midday,705
16 Feb 2017,Closing,712.5
16 Feb 2017,Midday,725
15 Feb 2017,Closing,"520,332"
15 Feb 2017,Midday,727.5
14 Feb 2017,Closing,725
14 Feb 2017,Midday,725
13 Feb 2017,Closing,725
13 Feb 2017,Midday,730
10 Feb 2017 -Palm/PKO Prices at Closing,Closing,"351,907"
10 Feb 2017 -Palm/PKO Prices at Closing,Closing,"351,907"
9 Feb 2017,THAIPUSAM,"351,907"
8 Feb 2017,Closing,765
8 Feb 2017,Midday,767.5
7 Feb 2017,Closing,762.5
7 Feb 2017,Midday,760
6 Feb 2017,Closing,760
6 Feb 2017,Midday,760
3 Feb 2017,Closing,"1,109,606"
3 Feb 2017,Midday,760
2 Feb 2017,Midday,760
31 Jan 2017,Closing,760
31 Jan 2017,Midday,755
26 Jan 2017,Closing,757.5
26 Jan 2017,Midday,760
25 Jan 2017,Midday,762.5
24 Jan 2017,Closing,767.5
24 Jan 2017,Midday,765
23 Jan 2017,Closing,752.5
23 Jan 2017,Midday,755
20 Jan 2017,Closing,"606,937"
20 Jan 2017,Midday,755
19 Jan 2017,Closing,755
19 Jan 2017,Midday,755
18 Jan 2017,Closing,760
17 Jan 2017,Closing,755
17 Jan 2017,Midday,745
16 Jan 2017,Closing,"464,582"
16 Jan 2017,Midday,755
13 Jan 2017,Midday,755
12 Jan 2017,Closing,747.5
12 Jan 2017,Midday,747.5
11 Jan 2017,Closing,750
11 Jan 2017,Midday,750
11 Jan 2017,Midday,750
10 Jan 2017,Closing,"305,990"
10 Jan 2017,Closing,"305,990"
10 Jan 2017,Midday,750
9 Jan 2017,Closing,747.5
9 Jan 2017,Midday,750
6 Jan 2017,Midday,745
5 Jan 2017,Closing,750
5 Jan 2017,Midday,752.5
4 Jan 2017,Closing,750
4 Jan 2017,Midday,750
3 Jan 2017,Closing,"1,130,172"
3 Jan 2017,Midday,745
30 Dec 2016,Midday,740
29 Dec 2016,Closing,740
29 Dec 2016,Midday,742.5
28 Dec 2016,Closing,"895,077"
28 Dec 2016,Midday,"895,077"
27 Dec 2016,Closing,747.5
27 Dec 2016,Midday,745
23 Dec 2016,Closing,735
23 Dec 2016,Midday,730
22 Dec 2016,Closing,737.5
22 Dec 2016,Midday,745
21 Dec 2016,Closing,740
21 Dec 2016,Midday,740
20 Dec 2016,Closing,"730,257"
20 Dec 2016,Midday,742.5
20 Dec 2016,Midday,742.5
19 Dec 2016,Closing,747.5
19 Dec 2016,Midday,755
16 Dec 2016,Closing,747.5
16 Dec 2016,Midday,"513,745"
15 Dec 2016,Midday,747.5
14 Dec 2016,Closing,"347,760"
14 Dec 2016,Closing,"347,760"
14 Dec 2016,Midday,737.5
13 Dec 2016,Closing,740
13 De 2016,Midday,732.5
9 Dec 2016,Closing,732.5
9 Dec 2016,Midday,735
8 Dec 2016,Closing,740
8 Dec 2016,Midday,740
7 Dec 2016,Closing,745
7 Dec 2016,Midday,747.5
6 Dec 2016,Closing,750
6 Dec 2016,Midday,742.5
6 Dec 2016,Midday,742.5
5 Dec 2016,Closing,740
5 Dec 2016,Midday,740
2 Dec 2016,Closing,732.5
2 Dec 2016,Midday,737.5
1 Dec 2016,Midday,730
30 Nov 2016,Closing,725
30 Nov 2016,Midday,720
29 Nov 2016,Closing,722.5
29 Nov 2016,Midday,717.5
28 Nov 2016,Closing,725
28 Nov 2016,Midday,725
28 Nov 2016,Midday,725
28 Nov 2016,Midday,725
25 Nov 2016,Closing,"998,101"
25 Nov 2016,Midday,722.5
24 Nov 2016,Closing,720
11 Nov 2016,Closing,725
11 Nov 2016,Midday,730
10 Nov 2016,Closing,"403,650"
10 Nov 2016,Midday,705
10 Nov 2016,Midday,705
9 Nov 2016,Closing,710
9 Nov 2016,Midday,707.5
8 Nov 2016,Closing,712.5
8 Nov 2016,Midday,707.5
7 Nov 2016 ,Closing,700
7 Nov 2016,Midday,695
4 Nov 2016,Closing,690
4 Nov 2016,Midday,697.5
3 Nov 2016,Closing,700
3 Nov 2016 ,Midday,695
2 Nov 2016,Closing,697.5
2 Nov 2016,Midday,687.5
1 Nov 2016,Closing,690
1 Nov 2016,Midday,695
31 Oct 2016,Closing,"1,365,517"
31 Oct 2016,Midday,695
28 Oct 2016,Closing,697.5
28 Oct 2016,Midday,700
27 Oct 2016,Closing,697.5
27 Oct 2016,Midday,695
26 Oct 2016,Closing,705
26 Oct 2016,Midday,"1,120,493"
25 Oct 2016,Closing,692.5
25 Oct 2016,Midday,697.5
24 Oct 2016,Closing,712.5
24 Oct 2016,Midday,687.5
21 Oct 2016,Closing,687.5
21 Oct 2016,Midday,687.5
20 Oct 2016,Closing,"917,288"
20 Oct 2016,Midday,692.5
19 Oct 2016,Closing,692.5
19 Oct 2016,Midday,695
18 Oct 2016,Closing,690
18 Oct 2016,Midday,695
17 Oct 2016,Closing,"668,288"
17 Oct 2016,Midday,692.5
14 Oct 2016,Closing,672.5
14 Oct 2016,Midday,665
13 Oct 2016,Closing,662.5
13 Oct 2016,Midday,662.5
12 Oct 2016,Closing,665
12 Oct 2016,Midday,660
11 Sep 2016,Closing,665
11 Oct 2016,Midday,652.5
11 Oct 2016,Midday,652.5
10 Oct 2016,Closing,"395,970"
10 Oct 2016,Midday,660
7 Oct 2016,Closing,655
7 Oct 2016,Midday,667.5
6 Oct 2016,Closing,670
6 Oct 2016,Midday,667.5
5 Oct 2016,Closing,670
5 Oct 2016,Midday,675
4 Oct 2016,Closing,685
4 Oct 2016,Midday,685
30 Sep 2016,Midday,690
29 Sep 2016,Midday,695
28 Sep 2016,Closing,700
28 Sep 2016,Midday,707.5
27 Sep 2016,Closing,715
27 Sep 2016,Midday,722.5
26 Sep 2016,Closing,"1,316,245"
26 Sep 2016,Midday,727.5
23 Sep 2016,Closing,700
23 Sep 2016,Closing,700
15 Sep 2016,Closing,"750,942"
15 Sep 2016,Midday,710
14 Sep 2016,Closing,695
14 Sep 2016,Midday,700
13 Sep 2016,Closing,"465,743"
13 Sep 2016,Midday,717.5
13 Sep 2016,Midday,717.5
9 Sep 2016,Closing,722.5
9 Sep 2016,Midday,720
8 Sep 2016,Closing,715
8 Sep 2016,Midday,712.5
7 Sep 2016,Closing,710
7 Sep 2016,Midday,722.5
6 Sep 2016,Closing,725
6 Sep 2016,Midday,730
5 Sep 2016,Closing,735
5 Sep 2016,Midday,735
2 Sep 2016,Closing,720
2 Sep 2016,Midday,715
1 Sep 2016,Closing,"1,283,050"
1 Sep 2016,Midday,700
30 Aug 2016,Closing,707.5
30 Aug 2016,Midday,710
29 Aug 2016,Closing,710
29 Aug 2016,Midday,715
26 Aug 2016,Midday,712.5
25 Aug 2016,Closing,712.5
25 Aug 2016,Midday,712.5
24 Aug 2016,Closing,720
24 Aug 2016,Midday,720
23 Aug 2016,Closing,715
23 Aug 2016,Midday,712.5
22 Aug 2016,Closing,"820,191"
22 Aug 2016,Midday,715
19 Aug 2016,Closing,720
19 Aug 2016,Midday,725
18 Aug 2016,Closing,717.5
18 Aug 2016,Midday,730
17 Aug 2016,Closing,735
17 Aug 2016,Midday,720
16 Aug 2016,Closing,705
16 Aug 2016,Midday,705
15 Aug 2016,Closing,"570,631"
15 Aug 2016,Midday,667.5
12 Aug 2016,Closing,665
12 Aug 2016,Midday,655
11 Aug 2016,Closing,645
11 Aug 2016,Midday,645
10 Aug 2016,Closing,"394,215"
10 Aug 2016,Closing,"394,215"
10 Aug 2016,Midday,"394,215"
9 Aug 2016,Closing,640
9 Aug 2016,Midday,637.5
8 Aug 2016,Closing,660
8 Aug 2016,Midday,655
